205411,Withered Wretch
229968,Army of the Damned
425886,Corpse Connoisseur
460986,Lazotep Plating
461123,Enter the God-Eternals
489280,Scourge of Nel Toth
540466,Tomb Tyrant
540935,Wretched Throng
567562,Crippling Fear
582660,Fleshbag Marauder
